No,;Time;Source;Destination;;time 1;time 2;delay;delay 1;delay 2;jitter
27765;191,314863;192,168,80,187;202,67,42,205;;191,314863;191,315117;0,000254;0,000113;0,000141;2,8E-05
27766;191,315117;192,168,80,187;202,67,42,205;;191,315117;191,315258;0,000141;6E-06;0,000135;0,000129
27767;191,315258;192,168,80,187;202,67,42,205;;191,315258;191,315393;0,000135;-3,3E-05;0,000168;0,000201
27768;191,315393;202,67,42,205;192,168,80,187;;191,315393;191,315561;0,000168;-0,00036;0,000528;0,000888
27769;191,315561;192,168,80,187;202,67,42,205;;191,315561;191,316089;0,000528;-0,006573;0,007101;0,013674
27770;191,316089;192,168,80,187;202,67,42,205;;191,316089;191,323190;0,007101;0,006793;0,000308;-0,006485
27771;191,323190;202,67,42,205;192,168,80,187;;191,323190;191,323498;0,000308;-0,000633;0,000941;0,001574
27772;191,323498;192,168,80,187;202,67,42,205;;191,323498;191,324439;0,000941;0,000919;2,2E-05;-0,000897
27773;191,324439;202,67,42,205;192,168,80,187;;191,324439;191,324461;2,2E-05;9E-06;1,3E-05;4E-06
27774;191,324461;202,67,42,205;192,168,80,187;;191,324461;191,324474;1,3E-05;0;1,3E-05;1,3E-05
27775;191,324474;202,67,42,205;192,168,80,187;;191,324474;191,324487;1,3E-05;1E-06;1,2E-05;1,1E-05
27776;191,324487;202,67,42,205;192,168,80,187;;191,324487;191,324499;1,2E-05;-0,000276;0,000288;0,000564
27777;191,324499;202,67,42,205;192,168,80,187;;191,324499;191,324787;0,000288;0,000126;0,000162;3,6E-05
27778;191,324787;192,168,80,187;202,67,42,205;;191,324787;191,324949;0,000162;-0,000435;0,000597;0,001032
27779;191,324949;192,168,80,187;202,67,42,205;;191,324949;191,325546;0,000597;0,000572;2,5E-05;-0,000547
27780;191,325546;202,67,42,205;192,168,80,187;;191,325546;191,325571;2,5E-05;4E-06;2,1E-05;1,7E-05
27781;191,325571;202,67,42,205;192,168,80,187;;191,325571;191,325592;2,1E-05;0;2,1E-05;2,1E-05
27782;191,325592;202,67,42,205;192,168,80,187;;191,325592;191,325613;2,1E-05;2E-06;1,9E-05;1,7E-05
27783;191,325613;202,67,42,205;192,168,80,187;;191,325613;191,325632;1,9E-05;-0,000452;0,000471;0,000923
27784;191,325632;202,67,42,205;192,168,80,187;;191,325632;191,326103;0,000471;2,4E-05;0,000447;0,000423
27785;191,326103;192,168,80,187;202,67,42,205;;191,326103;191,326550;0,000447;0,000421;2,6E-05;-0,000395
27786;191,326550;202,67,42,205;192,168,80,187;;191,326550;191,326576;2,6E-05;-0,000317;0,000343;0,00066
27787;191,326576;202,67,42,205;192,168,80,187;;191,326576;191,326919;0,000343;0,000187;0,000156;-3,1E-05
27788;191,326919;192,168,80,187;202,67,42,205;;191,326919;191,327075;0,000156;-0,00925;0,009406;0,018656
27789;191,327075;192,168,80,187;202,67,42,205;;191,327075;191,336481;0,009406;0,00937;3,6E-05;-0,009334
27790;191,336481;202,67,42,205;192,168,80,187;;191,336481;191,336517;3,6E-05;-1,9E-05;5,5E-05;7,4E-05
27791;191,336517;74,125,68,136;192,168,80,187;;191,336517;191,336572;5,5E-05;5,5E-05;0;-5,5E-05
27792;191,336572;74,125,68,136;192,168,80,187;;191,336572;191,336572;0;0;0;0
27793;191,336572;202,67,42,205;192,168,80,187;;191,336572;191,336572;0;0;0;0
27794;191,336572;202,67,42,205;192,168,80,187;;191,336572;191,336572;0;-0,000526;0,000526;0,001052
27795;191,336572;202,67,42,205;192,168,80,187;;191,336572;191,337098;0,000526;8,7E-05;0,000439;0,000352
27796;191,337098;192,168,80,187;202,67,42,205;;191,337098;191,337537;0,000439;-0,004007;0,004446;0,008453
27797;191,337537;192,168,80,187;74,125,68,136;;191,337537;191,341983;0,004446;-0,113169;0,117615;0,230784
27798;191,341983;192,168,80,187;202,67,42,205;;191,341983;191,459598;0,117615;0,117602;1,3E-05;-0,117589
27799;191,459598;172,217,194,94;192,168,80,187;;191,459598;191,459611;1,3E-05;6E-06;7E-06;1E-06
27800;191,459611;202,67,42,205;192,168,80,187;;191,459611;191,459618;7E-06;2E-06;5E-06;3E-06
27801;191,459618;172,217,194,94;192,168,80,187;;191,459618;191,459623;5E-06;-1E-06;6E-06;7E-06
27802;191,459623;172,217,194,94;192,168,80,187;;191,459623;191,459629;6E-06;2,84217E-14;6E-06;6E-06
27803;191,459629;172,217,194,94;192,168,80,187;;191,459629;191,459635;6E-06;1E-06;5E-06;4E-06
27804;191,459635;172,217,194,94;192,168,80,187;;191,459635;191,459640;5E-06;-0,000398;0,000403;0,000801
27805;191,459640;202,67,42,205;192,168,80,187;;191,459640;191,460043;0,000403;0,000275;0,000128;-0,000147
27806;191,460043;192,168,80,187;172,217,194,94;;191,460043;191,460171;0,000128;-0,00102;0,001148;0,002168
27807;191,460171;192,168,80,187;172,217,194,94;;191,460171;191,461319;0,001148;0,001014;0,000134;-0,00088
27808;191,461319;202,67,42,205;192,168,80,187;;191,461319;191,461453;0,000134;-0,024909;0,025043;0,049952
27809;191,461453;192,168,80,187;202,67,42,205;;191,461453;191,486496;0,025043;-0,022544;0,047587;0,070131
27810;191,486496;192,168,80,187;172,217,194,94;;191,486496;191,534083;0,047587;0,047138;0,000449;-0,046689
27811;191,534083;172,217,194,94;192,168,80,187;;191,534083;191,534532;0,000449;-0,179411;0,17986;0,359271
27812;191,534532;192,168,80,187;172,217,194,94;;191,534532;191,714392;0,17986;0,17959;0,00027;-0,17932
27813;191,714392;202,67,42,205;192,168,80,187;;191,714392;191,714662;0,00027;7,3E-05;0,000197;0,000124
27814;191,714662;192,168,80,187;202,67,42,205;;191,714662;191,714859;0,000197;-0,026157;0,026354;0,052511
27815;191,714859;192,168,80,187;74,125,68,136;;191,714859;191,741213;0,026354;0,016006;0,010348;-0,005658
27816;191,741213;74,125,68,136;192,168,80,187;;191,741213;191,751561;0,010348;0,010327;2,1E-05;-0,010306
27817;191,751561;74,125,68,136;192,168,80,187;;191,751561;191,751582;2,1E-05;-0,000291;0,000312;0,000603
27818;191,751582;74,125,68,136;192,168,80,187;;191,751582;191,751894;0,000312;-0,000603;0,000915;0,001518
27819;191,751894;192,168,80,187;74,125,68,136;;191,751894;191,752809;0,000915;-0,008512;0,009427;0,017939
27820;191,752809;192,168,80,187;74,125,68,136;;191,752809;191,762236;0,009427;0,009185;0,000242;-0,008943
27821;191,762236;74,125,68,136;192,168,80,187;;191,762236;191,762478;0,000242;-0,018818;0,01906;0,037878
27822;191,762478;192,168,80,187;74,125,68,136;;191,762478;191,781538;0,01906;-0,089663;0,108723;0,198386
27823;191,781538;192,168,80,187;172,217,194,94;;191,781538;191,890261;0,108723;0,108707;1,6E-05;-0,108691
27824;191,890261;172,217,194,94;192,168,80,187;;191,890261;191,890277;1,6E-05;9E-06;7E-06;-2E-06
27825;191,890277;74,125,68,136;192,168,80,187;;191,890277;191,890284;7E-06;-0,28726;0,287267;0,574527
27826;191,890284;74,125,68,136;192,168,80,187;;191,890284;192,177551;0,287267;0,034424;0,252843;0,218419
27827;192,177551;192,168,80,187;172,217,194,94;;192,177551;192,430394;0,252843;0,204846;0,047997;-0,156849
27828;192,430394;74,125,68,94;192,168,80,187;;192,430394;192,478391;0,047997;-0,445214;0,493211;0,938425
27829;192,478391;192,168,80,187;74,125,68,94;;192,478391;192,971602;0,493211;0,415564;0,077647;-0,337917
27830;192,971602;192,168,80,187;172,217,194,94;;192,971602;193,049249;0,077647;-1,81569;1,893337;3,709027
27831;193,049249;172,217,194,94;192,168,80,187;;193,049249;194,942586;1,893337;1,827792;0,065545;-1,762247
27832;194,942586;192,168,80,187;202,67,42,205;;194,942586;195,008131;0,065545;0,061192;0,004353;-0,056839
27833;195,008131;202,67,42,205;192,168,80,187;;195,008131;195,012484;0,004353;0,002628;0,001725;-0,000903
27834;195,012484;192,168,80,187;202,67,42,205;;195,012484;195,014209;0,001725;0,001702;2,3E-05;-0,001679
27835;195,014209;202,67,42,205;192,168,80,187;;195,014209;195,014232;2,3E-05;-0,000327;0,00035;0,000677
27836;195,014232;202,67,42,205;192,168,80,187;;195,014232;195,014582;0,00035;0,000176;0,000174;-2E-06
27837;195,014582;192,168,80,187;202,67,42,205;;195,014582;195,014756;0,000174;-0,000495;0,000669;0,001164
27838;195,014756;192,168,80,187;202,67,42,205;;195,014756;195,015425;0,000669;0,000648;2,1E-05;-0,000627
27839;195,015425;202,67,42,205;192,168,80,187;;195,015425;195,015446;2,1E-05;8E-06;1,3E-05;5E-06
27840;195,015446;202,67,42,205;192,168,80,187;;195,015446;195,015459;1,3E-05;-0,000237;0,00025;0,000487
27841;195,015459;202,67,42,205;192,168,80,187;;195,015459;195,015709;0,00025;0,000102;0,000148;4,6E-05
27842;195,015709;192,168,80,187;202,67,42,205;;195,015709;195,015857;0,000148;2,8E-05;0,00012;9,2E-05
27843;195,015857;192,168,80,187;202,67,42,205;;195,015857;195,015977;0,00012;-0,00094;0,00106;0,002
27844;195,015977;192,168,80,187;202,67,42,205;;195,015977;195,017037;0,00106;0,001038;2,2E-05;-0,001016
27845;195,017037;202,67,42,205;192,168,80,187;;195,017037;195,017059;2,2E-05;9E-06;1,3E-05;4E-06
27846;195,017059;202,67,42,205;192,168,80,187;;195,017059;195,017072;1,3E-05;1E-06;1,2E-05;1,1E-05
27847;195,017072;202,67,42,205;192,168,80,187;;195,017072;195,017084;1,2E-05;1E-06;1,1E-05;1E-05
27848;195,017084;202,67,42,205;192,168,80,187;;195,017084;195,017095;1,1E-05;-0,00027;0,000281;0,000551
27849;195,017095;202,67,42,205;192,168,80,187;;195,017095;195,017376;0,000281;0,000115;0,000166;5,1E-05
27850;195,017376;192,168,80,187;202,67,42,205;;195,017376;195,017542;0,000166;-7,4E-05;0,00024;0,000314
27851;195,017542;192,168,80,187;202,67,42,205;;195,017542;195,017782;0,00024;9,8E-05;0,000142;4,4E-05
27852;195,017782;192,168,80,187;202,67,42,205;;195,017782;195,017924;0,000142;-6E-06;0,000148;0,000154
27853;195,017924;192,168,80,187;202,67,42,205;;195,017924;195,018072;0,000148;0,000124;2,4E-05;-1E-04
27854;195,018072;202,67,42,205;192,168,80,187;;195,018072;195,018096;2,4E-05;-0,00015;0,000174;0,000324
27855;195,018096;202,67,42,205;192,168,80,187;;195,018096;195,018270;0,000174;-0,000503;0,000677;0,00118
27856;195,018270;192,168,80,187;202,67,42,205;;195,018270;195,018947;0,000677;0,000484;0,000193;-0,000291
27857;195,018947;192,168,80,187;202,67,42,205;;195,018947;195,019140;0,000193;0,00017;2,3E-05;-0,000147
27858;195,019140;202,67,42,205;192,168,80,187;;195,019140;195,019163;2,3E-05;-7,5E-05;9,8E-05;0,000173
27859;195,019163;202,67,42,205;192,168,80,187;;195,019163;195,019261;9,8E-05;-0,000426;0,000524;0,00095
27860;195,019261;192,168,80,187;202,67,42,205;;195,019261;195,019785;0,000524;1,6E-05;0,000508;0,000492
27861;195,019785;192,168,80,187;202,67,42,205;;195,019785;195,020293;0,000508;0,000486;2,2E-05;-0,000464
27862;195,020293;202,67,42,205;192,168,80,187;;195,020293;195,020315;2,2E-05;1E-05;1,2E-05;2E-06
27863;195,020315;202,67,42,205;192,168,80,187;;195,020315;195,020327;1,2E-05;0;1,2E-05;1,2E-05
27864;195,020327;202,67,42,205;192,168,80,187;;195,020327;195,020339;1,2E-05;-0,000352;0,000364;0,000716
27865;195,020339;202,67,42,205;192,168,80,187;;195,020339;195,020703;0,000364;0,000187;0,000177;-1E-05
27866;195,020703;192,168,80,187;202,67,42,205;;195,020703;195,020880;0,000177;2,1E-05;0,000156;0,000135
27867;195,020880;192,168,80,187;202,67,42,205;;195,020880;195,021036;0,000156;-0,000321;0,000477;0,000798
27868;195,021036;192,168,80,187;202,67,42,205;;195,021036;195,021513;0,000477;0,000452;2,5E-05;-0,000427
27869;195,021513;202,67,42,205;192,168,80,187;;195,021513;195,021538;2,5E-05;4E-06;2,1E-05;1,7E-05
27870;195,021538;202,67,42,205;192,168,80,187;;195,021538;195,021559;2,1E-05;1E-06;2E-05;1,9E-05
27871;195,021559;202,67,42,205;192,168,80,187;;195,021559;195,021579;2E-05;-0,000301;0,000321;0,000622
27872;195,021579;202,67,42,205;192,168,80,187;;195,021579;195,021900;0,000321;0,000161;0,00016;-1E-06
27873;195,021900;192,168,80,187;202,67,42,205;;195,021900;195,022060;0,00016;-0,004021;0,004181;0,008202
27874;195,022060;192,168,80,187;202,67,42,205;;195,022060;195,026241;0,004181;-0,001002;0,005183;0,006185
27875;195,026241;192,168,80,187;202,67,42,205;;195,026241;195,031424;0,005183;0,00516;2,3E-05;-0,005137
27876;195,031424;202,67,42,205;192,168,80,187;;195,031424;195,031447;2,3E-05;8E-06;1,5E-05;7E-06
27877;195,031447;202,67,42,205;192,168,80,187;;195,031447;195,031462;1,5E-05;3E-06;1,2E-05;9E-06
27878;195,031462;202,67,42,205;192,168,80,187;;195,031462;195,031474;1,2E-05;-0,000267;0,000279;0,000546
27879;195,031474;202,67,42,205;192,168,80,187;;195,031474;195,031753;0,000279;0,000109;0,00017;6,1E-05
27880;195,031753;192,168,80,187;202,67,42,205;;195,031753;195,031923;0,00017;-1E-05;0,00018;0,00019
27881;195,031923;192,168,80,187;202,67,42,205;;195,031923;195,032103;0,00018;-0,00089;0,00107;0,00196
27882;195,032103;192,168,80,187;202,67,42,205;;195,032103;195,033173;0,00107;0,000764;0,000306;-0,000458
27883;195,033173;202,67,42,205;192,168,80,187;;195,033173;195,033479;0,000306;-0,000636;0,000942;0,001578
27884;195,033479;192,168,80,187;202,67,42,205;;195,033479;195,034421;0,000942;0,000942;0;-0,000942
27885;195,034421;202,67,42,205;192,168,80,187;;195,034421;195,034421;0;-2,2E-05;2,2E-05;4,4E-05
27886;195,034421;202,67,42,205;192,168,80,187;;195,034421;195,034443;2,2E-05;1E-05;1,2E-05;2E-06
27887;195,034443;202,67,42,205;192,168,80,187;;195,034443;195,034455;1,2E-05;-0,000228;0,00024;0,000468
27888;195,034455;202,67,42,205;192,168,80,187;;195,034455;195,034695;0,00024;2,4E-05;0,000216;0,000192
27889;195,034695;192,168,80,187;202,67,42,205;;195,034695;195,034911;0,000216;4E-05;0,000176;0,000136
27890;195,034911;192,168,80,187;202,67,42,205;;195,034911;195,035087;0,000176;-0,000883;0,001059;0,001942
27891;195,035087;192,168,80,187;202,67,42,205;;195,035087;195,036146;0,001059;0,00083;0,000229;-0,000601
27892;195,036146;202,67,42,205;192,168,80,187;;195,036146;195,036375;0,000229;-0,000804;0,001033;0,001837
27893;195,036375;192,168,80,187;202,67,42,205;;195,036375;195,037408;0,001033;0,001014;1,9E-05;-0,000995
27894;195,037408;202,67,42,205;192,168,80,187;;195,037408;195,037427;1,9E-05;7E-06;1,2E-05;5E-06
27895;195,037427;202,67,42,205;192,168,80,187;;195,037427;195,037439;1,2E-05;-0,000199;0,000211;0,00041
27896;195,037439;202,67,42,205;192,168,80,187;;195,037439;195,037650;0,000211;3,1E-05;0,00018;0,000149
27897;195,037650;192,168,80,187;202,67,42,205;;195,037650;195,037830;0,00018;-0,00066;0,00084;0,0015
27898;195,037830;192,168,80,187;202,67,42,205;;195,037830;195,038670;0,00084;0,00082;2E-05;-0,0008
27899;195,038670;202,67,42,205;192,168,80,187;;195,038670;195,038690;2E-05;7E-06;1,3E-05;6E-06
27900;195,038690;202,67,42,205;192,168,80,187;;195,038690;195,038703;1,3E-05;-3E-06;1,6E-05;1,9E-05
27901;195,038703;202,67,42,205;192,168,80,187;;195,038703;195,038719;1,6E-05;-0,000203;0,000219;0,000422
27902;195,038719;202,67,42,205;192,168,80,187;;195,038719;195,038938;0,000219;5,9E-05;0,00016;0,000101
27903;195,038938;192,168,80,187;202,67,42,205;;195,038938;195,039098;0,00016;-0,00053;0,00069;0,00122
27904;195,039098;192,168,80,187;202,67,42,205;;195,039098;195,039788;0,00069;0,00067;2E-05;-0,00065
27905;195,039788;202,67,42,205;192,168,80,187;;195,039788;195,039808;2E-05;-0,000181;0,000201;0,000382
27906;195,039808;202,67,42,205;192,168,80,187;;195,039808;195,040009;0,000201;5,3E-05;0,000148;9,5E-05
27907;195,040009;192,168,80,187;202,67,42,205;;195,040009;195,040157;0,000148;-0,008147;0,008295;0,016442
27908;195,040157;192,168,80,187;202,67,42,205;;195,040157;195,048452;0,008295;0,007196;0,001099;-0,006097
27909;195,048452;202,67,42,205;192,168,80,187;;195,048452;195,049551;0,001099;0,001099;0;-0,001099
27910;195,049551;202,67,42,205;192,168,80,187;;195,049551;195,049551;0;0;0;0
27911;195,049551;202,67,42,205;192,168,80,187;;195,049551;195,049551;0;0;0;0
27912;195,049551;202,67,42,205;192,168,80,187;;195,049551;195,049551;0;0;0;0
27913;195,049551;202,67,42,205;192,168,80,187;;195,049551;195,049551;0;0;0;0
27914;195,049551;202,67,42,205;192,168,80,187;;195,049551;195,049551;0;0;0;0
27915;195,049551;202,67,42,205;192,168,80,187;;195,049551;195,049551;0;0;0;0
27916;195,049551;202,67,42,205;192,168,80,187;;195,049551;195,049551;0;-3,1E-05;3,1E-05;6,2E-05
27917;195,049551;202,67,42,205;192,168,80,187;;195,049551;195,049582;3,1E-05;-0,000232;0,000263;0,000495
27918;195,049582;202,67,42,205;192,168,80,187;;195,049582;195,049845;0,000263;9,7E-05;0,000166;6,9E-05
27919;195,049845;192,168,80,187;202,67,42,205;;195,049845;195,050011;0,000166;1,7E-05;0,000149;0,000132
27920;195,050011;192,168,80,187;202,67,42,205;;195,050011;195,050160;0,000149;-1,5E-05;0,000164;0,000179
27921;195,050160;192,168,80,187;202,67,42,205;;195,050160;195,050324;0,000164;2,3E-05;0,000141;0,000118
27922;195,050324;192,168,80,187;202,67,42,205;;195,050324;195,050465;0,000141;0,000102;3,9E-05;-6,3E-05
27923;195,050465;192,168,80,187;202,67,42,205;;195,050465;195,050504;3,9E-05;1,4E-05;2,5E-05;1,1E-05
27924;195,050504;202,67,42,205;192,168,80,187;;195,050504;195,050529;2,5E-05;4E-06;2,1E-05;1,7E-05
27925;195,050529;202,67,42,205;192,168,80,187;;195,050529;195,050550;2,1E-05;1E-06;2E-05;1,9E-05
27926;195,050550;202,67,42,205;192,168,80,187;;195,050550;195,050570;2E-05;1E-06;1,9E-05;1,8E-05
27927;195,050570;202,67,42,205;192,168,80,187;;195,050570;195,050589;1,9E-05;1,7E-05;2E-06;-1,5E-05
27928;195,050589;192,168,80,187;202,67,42,205;;195,050589;195,050591;2E-06;-0,000165;0,000167;0,000332
27929;195,050591;202,67,42,205;192,168,80,187;;195,050591;195,050758;0,000167;-6,4E-05;0,000231;0,000295
27930;195,050758;192,168,80,187;202,67,42,205;;195,050758;195,050989;0,000231;8E-06;0,000223;0,000215
27931;195,050989;192,168,80,187;202,67,42,205;;195,050989;195,051212;0,000223;5,3E-05;0,00017;0,000117
27932;195,051212;192,168,80,187;202,67,42,205;;195,051212;195,051382;0,00017;3,7E-05;0,000133;9,6E-05
27933;195,051382;192,168,80,187;202,67,42,205;;195,051382;195,051515;0,000133;0,000114;1,9E-05;-9,5E-05
27934;195,051515;202,67,42,205;192,168,80,187;;195,051515;195,051534;1,9E-05;7E-06;1,2E-05;5E-06
27935;195,051534;202,67,42,205;192,168,80,187;;195,051534;195,051546;1,2E-05;0;1,2E-05;1,2E-05
27936;195,051546;202,67,42,205;192,168,80,187;;195,051546;195,051558;1,2E-05;1E-06;1,1E-05;1E-05
27937;195,051558;202,67,42,205;192,168,80,187;;195,051558;195,051569;1,1E-05;-0,000443;0,000454;0,000897
27938;195,051569;202,67,42,205;192,168,80,187;;195,051569;195,052023;0,000454;0,0003;0,000154;-0,000146
27939;195,052023;192,168,80,187;202,67,42,205;;195,052023;195,052177;0,000154;1,5E-05;0,000139;0,000124
27940;195,052177;192,168,80,187;202,67,42,205;;195,052177;195,052316;0,000139;-5,8E-05;0,000197;0,000255
27941;195,052316;192,168,80,187;202,67,42,205;;195,052316;195,052513;0,000197;0,000175;2,2E-05;-0,000153
27942;195,052513;202,67,42,205;192,168,80,187;;195,052513;195,052535;2,2E-05;8E-06;1,4E-05;6E-06
27943;195,052535;202,67,42,205;192,168,80,187;;195,052535;195,052549;1,4E-05;3E-06;1,1E-05;8E-06
27944;195,052549;202,67,42,205;192,168,80,187;;195,052549;195,052560;1,1E-05;-8E-06;1,9E-05;2,7E-05
27945;195,052560;202,67,42,205;192,168,80,187;;195,052560;195,052579;1,9E-05;-0,000481;0,0005;0,000981
27946;195,052579;202,67,42,205;192,168,80,187;;195,052579;195,053079;0,0005;-0,000188;0,000688;0,000876
27947;195,053079;192,168,80,187;202,67,42,205;;195,053079;195,053767;0,000688;0,000668;2E-05;-0,000648
27948;195,053767;202,67,42,205;192,168,80,187;;195,053767;195,053787;2E-05;8E-06;1,2E-05;4E-06
27949;195,053787;202,67,42,205;192,168,80,187;;195,053787;195,053799;1,2E-05;-0,00018;0,000192;0,000372
27950;195,053799;202,67,42,205;192,168,80,187;;195,053799;195,053991;0,000192;4,6E-05;0,000146;0,0001
27951;195,053991;192,168,80,187;202,67,42,205;;195,053991;195,054137;0,000146;-0,00521;0,005356;0,010566
27952;195,054137;192,168,80,187;202,67,42,205;;195,054137;195,059493;0,005356;0,002424;0,002932;0,000508
27953;195,059493;192,168,80,187;202,67,42,205;;195,059493;195,062425;0,002932;0,002912;2E-05;-0,002892
27954;195,062425;202,67,42,205;192,168,80,187;;195,062425;195,062445;2E-05;-0,00027;0,00029;0,00056
27955;195,062445;202,67,42,205;192,168,80,187;;195,062445;195,062735;0,00029;-0,001119;0,001409;0,002528
27956;195,062735;192,168,80,187;202,67,42,205;;195,062735;195,064144;0,001409;0,001134;0,000275;-0,000859
27957;195,064144;202,67,42,205;192,168,80,187;;195,064144;195,064419;0,000275;-0,000583;0,000858;0,001441
27958;195,064419;192,168,80,187;202,67,42,205;;195,064419;195,065277;0,000858;0,000838;2E-05;-0,000818
27959;195,065277;202,67,42,205;192,168,80,187;;195,065277;195,065297;2E-05;-0,000187;0,000207;0,000394
27960;195,065297;202,67,42,205;192,168,80,187;;195,065297;195,065504;0,000207;3,5E-05;0,000172;0,000137
27961;195,065504;192,168,80,187;202,67,42,205;;195,065504;195,065676;0,000172;-0,000551;0,000723;0,001274
27962;195,065676;192,168,80,187;202,67,42,205;;195,065676;195,066399;0,000723;0,000702;2,1E-05;-0,000681
27963;195,066399;202,67,42,205;192,168,80,187;;195,066399;195,066420;2,1E-05;8E-06;1,3E-05;5E-06
27964;195,066420;202,67,42,205;192,168,80,187;;195,066420;195,066433;1,3E-05;1E-06;1,2E-05;1,1E-05
27965;195,066433;202,67,42,205;192,168,80,187;;195,066433;195,066445;1,2E-05;-3E-06;1,5E-05;1,8E-05
27966;195,066445;202,67,42,205;192,168,80,187;;195,066445;195,066460;1,5E-05;3E-06;1,2E-05;9E-06
27967;195,066460;202,67,42,205;192,168,80,187;;195,066460;195,066472;1,2E-05;-0,000218;0,00023;0,000448
27968;195,066472;202,67,42,205;192,168,80,187;;195,066472;195,066702;0,00023;8E-05;0,00015;7E-05
27969;195,066702;192,168,80,187;202,67,42,205;;195,066702;195,066852;0,00015;-2,1E-05;0,000171;0,000192
27970;195,066852;192,168,80,187;202,67,42,205;;195,066852;195,067023;0,000171;3,9E-05;0,000132;9,3E-05
27971;195,067023;192,168,80,187;202,67,42,205;;195,067023;195,067155;0,000132;-1,3E-05;0,000145;0,000158
27972;195,067155;192,168,80,187;202,67,42,205;;195,067155;195,067300;0,000145;3E-05;0,000115;8,5E-05
27973;195,067300;192,168,80,187;202,67,42,205;;195,067300;195,067415;0,000115;9,9E-05;1,6E-05;-8,3E-05
27974;195,067415;202,67,42,205;192,168,80,187;;195,067415;195,067431;1,6E-05;-2E-06;1,8E-05;2E-05
27975;195,067431;202,67,42,205;192,168,80,187;;195,067431;195,067449;1,8E-05;6E-06;1,2E-05;6E-06
27976;195,067449;202,67,42,205;192,168,80,187;;195,067449;195,067461;1,2E-05;1E-06;1,1E-05;1E-05
27977;195,067461;202,67,42,205;192,168,80,187;;195,067461;195,067472;1,1E-05;-0,000344;0,000355;0,000699
27978;195,067472;202,67,42,205;192,168,80,187;;195,067472;195,067827;0,000355;0,000183;0,000172;-1,1E-05
27979;195,067827;192,168,80,187;202,67,42,205;;195,067827;195,067999;0,000172;1,7E-05;0,000155;0,000138
27980;195,067999;192,168,80,187;202,67,42,205;;195,067999;195,068154;0,000155;-0,000195;0,00035;0,000545
27981;195,068154;192,168,80,187;202,67,42,205;;195,068154;195,068504;0,00035;0,000326;2,4E-05;-0,000302
27982;195,068504;202,67,42,205;192,168,80,187;;195,068504;195,068528;2,4E-05;3E-06;2,1E-05;1,8E-05
27983;195,068528;202,67,42,205;192,168,80,187;;195,068528;195,068549;2,1E-05;-0,000364;0,000385;0,000749
27984;195,068549;202,67,42,205;192,168,80,187;;195,068549;195,068934;0,000385;0,000244;0,000141;-0,000103
27985;195,068934;192,168,80,187;202,67,42,205;;195,068934;195,069075;0,000141;-0,000427;0,000568;0,000995
27986;195,069075;192,168,80,187;202,67,42,205;;195,069075;195,069643;0,000568;0,000548;2E-05;-0,000528
27987;195,069643;202,67,42,205;192,168,80,187;;195,069643;195,069663;2E-05;8E-06;1,2E-05;4E-06
27988;195,069663;202,67,42,205;192,168,80,187;;195,069663;195,069675;1,2E-05;-0,000182;0,000194;0,000376
27989;195,069675;202,67,42,205;192,168,80,187;;195,069675;195,069869;0,000194;5,6E-05;0,000138;8,2E-05
27990;195,069869;192,168,80,187;202,67,42,205;;195,069869;195,070007;0,000138;2E-06;0,000136;0,000134
27991;195,070007;192,168,80,187;202,67,42,205;;195,070007;195,070143;0,000136;-0,000481;0,000617;0,001098
27992;195,070143;192,168,80,187;202,67,42,205;;195,070143;195,070760;0,000617;0,000117;0,0005;0,000383
27993;195,070760;202,67,42,205;192,168,80,187;;195,070760;195,071260;0,0005;-0,118597;0,119097;0,237694
27994;195,071260;192,168,80,187;202,67,42,205;;195,071260;195,190357;0,119097;0,119065;3,2E-05;-0,119033
27995;195,190357;202,67,42,205;192,168,80,187;;195,190357;195,190389;3,2E-05;1,1E-05;2,1E-05;1E-05
27996;195,190389;202,67,42,205;192,168,80,187;;195,190389;195,190410;2,1E-05;-0,00224;0,002261;0,004501
27997;195,190410;202,67,42,205;192,168,80,187;;195,190410;195,192671;0,002261;-0,003531;0,005792;0,009323
27998;195,192671;192,168,80,187;202,67,42,205;;195,192671;195,198463;0,005792;0,00575;4,2E-05;-0,005708
27999;195,198463;202,67,42,205;192,168,80,187;;195,198463;195,198505;4,2E-05;4,2E-05;0;-4,2E-05
28000;195,198505;202,67,42,205;192,168,80,187;;195,198505;195,198505;0;0;0;0
28001;195,198505;202,67,42,205;192,168,80,187;;195,198505;195,198505;0;0;0;0
28002;195,198505;202,67,42,205;192,168,80,187;;195,198505;195,198505;0;0;0;0
28003;195,198505;202,67,42,205;192,168,80,187;;195,198505;195,198505;0;0;0;0
28004;195,198505;202,67,42,205;192,168,80,187;;195,198505;195,198505;0;-2,3E-05;2,3E-05;4,6E-05
28005;195,198505;202,67,42,205;192,168,80,187;;195,198505;195,198528;2,3E-05;-0,000351;0,000374;0,000725
28006;195,198528;202,67,42,205;192,168,80,187;;195,198528;195,198902;0,000374;0,000192;0,000182;-1E-05
28007;195,198902;192,168,80,187;202,67,42,205;;195,198902;195,199084;0,000182;-9,1E-05;0,000273;0,000364
28008;195,199084;192,168,80,187;202,67,42,205;;195,199084;195,199357;0,000273;0,000128;0,000145;1,7E-05
28009;195,199357;192,168,80,187;202,67,42,205;;195,199357;195,199502;0,000145;0,000145;0;-0,000145
28010;195,199502;202,67,42,205;192,168,80,187;;195,199502;195,199502;0;-3,2E-05;3,2E-05;6,4E-05
